"Venda_ID","Data da Venda","Quantidade","Preço Unitário","Cliente_ID","customer_name","Género","Idade","Cidade","Produto_ID","product_name","Categoria","Cor","Tamanho","Preço","Custo_Aquisição","Loja_ID","store_name","Região","store_city","Tipo"
133,"2016-03-26 11:14:35",60,893.93,766,Isabela-Salomé Miranda,M,47,Santo Tirso,796,Necessitatibus,Calçado,Cinzento,"43",85.91,39.49,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
134,"2016-01-10 07:01:40",79,380.44,359,Luciana Pinho,F,59,Viana do Alentejo,666,Earum,Roupas,Cinzento,S,46.55,36.73,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
135,"2015-08-30 13:39:18",62,372.48,408,Daniela Castro,F,40,Mora,97,Voluptate,Roupas,Amarelo,XS,66.89,49.43,2,Loja Ramos Lda.,Algarve,Lagoa,Física
136,"2023-08-23 11:06:24",30,805.95,990,Paulo Gaspar,M,57,Sines,713,Modi,Roupas,Roxo,L,21.28,28.93,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
137,"2022-07-19 04:37:49",96,317.77,216,Afonso Antunes,M,28,Lajes das Flores,528,Enim,Calçado,Roxo,"42",93.98,34.7,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
138,"2015-09-09 07:56:22",95,313.08,801,Bárbara Brito,M,29,Loulé,848,Tempore,Roupas,Branco,L,60.49,20.16,2,Loja Ramos Lda.,Algarve,Lagoa,Física
139,"2016-11-14 01:15:15",82,530.86,152,César Maia,M,64,Ponte de Sor,257,Quaerat,Roupas,Cinzento,L,53.05,42.14,2,Loja Ramos Lda.,Algarve,Lagoa,Física
140,"2018-03-12 15:21:23",13,737.03,383,Lourenço Amaral,M,59,Vila Pouca de Aguiar,532,Eligendi,Calçado,Rosa,"45",90.79,35.14,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
141,"2017-02-18 23:01:52",49,699.51,827,Margarida Tavares,F,18,Amadora,805,Omnis,Roupas,Laranja,S,96.7,34.76,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
142,"2018-09-28 11:17:08",94,918.61,429,Andreia de Antunes,M,31,Mirandela,650,Adipisci,Calçado,Roxo,"36",38.02,10.47,1,Loja Borges S.A.,Centro,Leiria,Online
143,"2021-11-23 01:59:39",28,687.38,772,Nicole-Mara Freitas,F,52,Covilhã,794,Neque,Roupas,Amarelo,S,44.15,11.83,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
144,"2023-07-24 19:30:28",1,157.5,403,Yara do Esteves,F,38,Vila Nova de Cerveira,431,Nemo,Roupas,Rosa,M,36.05,30.07,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
145,"2018-09-14 13:17:46",58,535.77,492,Luísa Torres-Matos,M,47,Montalegre,30,Quasi,Roupas,Laranja,XS,29.07,15.68,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
146,"2017-12-31 23:43:22",98,393.2,75,Nádia Assunção,M,39,Horta,989,Illo,Roupas,Roxo,L,36.03,17.37,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
147,"2024-02-12 17:52:41",87,37.11,524,Fernando Branco,M,35,Almodôvar,33,Ea,Roupas,Cinzento,XL,89.33,49.24,1,Loja Borges S.A.,Centro,Leiria,Online
148,"2018-06-15 05:26:48",77,197.4,255,Márcio Esteves,M,69,Gondomar,220,Exercitationem,Calçado,Amarelo,"36",62.71,34.87,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
149,"2018-06-04 18:22:33",85,938.36,207,Rita-Juliana Torres,M,62,Setúbal,286,Maxime,Calçado,Roxo,"40",62.8,45.29,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
150,"2020-03-30 03:57:59",92,360.07,550,Isabela Borges,F,69,Machico,881,Iusto,Calçado,Vermelho,"44",36.32,30.86,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
151,"2017-07-25 19:16:51",41,924.63,798,Maria Coelho,F,56,Angra do Heroísmo,546,Repudiandae,Calçado,Preto,"35",72.84,47.96,1,Loja Borges S.A.,Centro,Leiria,Online
152,"2024-01-15 18:52:55",8,48.29,503,Ângelo Lopes,F,27,Vila Nova de Famalicão,511,Nulla,Calçado,Preto,"37",25.84,16.73,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
153,"2017-11-09 15:05:24",83,158.66,576,Miguel Correia,M,57,Montemor-o-Velho,555,Ad,Roupas,Roxo,XL,79.33,23.02,2,Loja Ramos Lda.,Algarve,Lagoa,Física
154,"2024-09-18 20:44:58",56,814.15,801,Bárbara Brito,M,29,Loulé,395,Perferendis,Roupas,Azul,M,67.94,22.76,2,Loja Ramos Lda.,Algarve,Lagoa,Física
155,"2016-04-15 00:12:56",29,8.74,444,Francisca Cunha,M,39,Vila do Conde,916,Adipisci,Roupas,Verde,L,78.93,21.17,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
156,"2018-11-10 08:00:33",29,803.79,803,Nuno de Ribeiro,F,44,Aljezur,790,Temporibus,Calçado,Rosa,"36",45.39,35.68,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
157,"2014-08-26 20:26:20",36,230.24,215,Vítor Soares,M,26,Lajes do Pico,474,Reiciendis,Roupas,Branco,L,37.65,25.36,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
158,"2015-11-11 06:22:32",46,537.25,815,Lucas Ferreira,M,30,Alcácer do Sal,104,Earum,Roupas,Laranja,XS,75.87,13.83,1,Loja Borges S.A.,Centro,Leiria,Online
159,"2023-10-05 21:29:40",88,169.26,623,Anita Gonçalves,F,70,Leiria,794,Neque,Roupas,Amarelo,S,44.15,11.83,1,Loja Borges S.A.,Centro,Leiria,Online
160,"2017-07-15 02:36:58",37,470.12,981,Tomé Mota,F,19,Valença,958,Quidem,Calçado,Cinzento,"42",55.82,38.63,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
161,"2016-05-28 20:11:19",28,476.78,678,Ricardo Correia-Macedo,F,44,Funchal,130,Laboriosam,Roupas,Preto,XXL,63.49,48.84,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
162,"2024-12-11 07:06:11",13,491.77,67,Petra do Pinto,M,41,Lajes do Pico,51,Ipsa,Calçado,Azul,"42",33.09,48.36,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
163,"2016-03-08 18:18:42",69,886.68,194,Patrícia Faria,M,57,Viana do Alentejo,406,Delectus,Roupas,Azul,XL,55.21,19.38,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
164,"2022-02-21 15:01:14",47,301.61,405,Mafalda-Alícia Brito,F,45,Montijo,234,Dolores,Roupas,Vermelho,M,29.32,46.06,1,Loja Borges S.A.,Centro,Leiria,Online
165,"2021-05-04 15:38:42",48,192.89,167,Bernardo Freitas,F,35,Valença,598,Ipsam,Calçado,Cinzento,"39",99.74,14.92,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
166,"2015-12-14 09:00:48",26,119.48,173,Marco da Vaz,M,56,Angra do Heroísmo,500,Quasi,Calçado,Vermelho,"40",39.54,24.2,2,Loja Ramos Lda.,Algarve,Lagoa,Física
167,"2014-07-26 20:49:03",63,379.04,854,Mário Cardoso,F,61,Redondo,841,Tempora,Roupas,Roxo,S,33.17,42.86,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
168,"2024-07-26 21:31:43",35,114.11,683,Petra Soares,M,67,Vila do Corvo,211,Ipsam,Calçado,Vermelho,"39",67.0,49.8,1,Loja Borges S.A.,Centro,Leiria,Online
169,"2019-03-28 19:16:47",86,896.8,241,Caetana Pinho,M,20,Cadaval,43,Minima,Roupas,Rosa,M,76.33,12.39,2,Loja Ramos Lda.,Algarve,Lagoa,Física
170,"2019-02-14 22:46:30",77,200.38,993,César Sousa,F,56,Marinha Grande,672,Neque,Roupas,Rosa,XL,88.38,10.16,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
171,"2018-06-10 14:58:03",25,405.13,876,César de Antunes,F,68,Ferreira do Alentejo,919,Iste,Calçado,Preto,"45",46.23,43.53,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
172,"2024-03-01 10:57:58",91,168.65,280,Beatriz Reis,F,59,Castro Daire,614,Fugiat,Roupas,Preto,XS,20.73,33.46,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
173,"2019-05-29 00:31:44",25,651.1,237,Nádia Nogueira,F,68,Portimão,742,Cupiditate,Calçado,Cinzento,"44",24.46,26.81,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
174,"2024-04-12 00:22:55",5,713.49,780,Simão de Nogueira,F,34,Albufeira,236,A,Roupas,Preto,XL,64.86,24.16,2,Loja Ramos Lda.,Algarve,Lagoa,Física
175,"2015-09-11 19:39:58",41,88.06,542,Érica Soares,F,66,Loures,1,Qui,Roupas,Verde,XS,71.3,17.39,2,Loja Ramos Lda.,Algarve,Lagoa,Física
176,"2020-07-21 00:28:06",26,531.12,910,Ema Leal-Mota,F,31,Silves,75,Veritatis,Calçado,Amarelo,"45",34.29,47.09,2,Loja Ramos Lda.,Algarve,Lagoa,Física
177,"2021-04-14 14:12:52",75,690.16,671,Ivo Pereira,M,23,Vila Franca do Campo,945,Omnis,Roupas,Branco,S,75.94,11.07,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
178,"2021-07-24 13:54:56",91,279.37,215,Vítor Soares,M,26,Lajes do Pico,121,Facere,Calçado,Roxo,"35",58.35,17.95,2,Loja Ramos Lda.,Algarve,Lagoa,Física
179,"2021-02-25 03:59:22",36,332.68,156,Mélanie Fernandes,M,52,Oliveira do Bairro,775,Suscipit,Roupas,Azul,L,27.48,46.83,2,Loja Ramos Lda.,Algarve,Lagoa,Física
180,"2020-02-22 18:02:06",91,125.09,985,Mário Loureiro,F,70,Portimão,171,Dicta,Calçado,Roxo,"40",59.72,40.31,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
181,"2022-08-02 21:53:33",58,343.65,262,Yasmin de Marques,M,22,Vila do Corvo,145,Sit,Calçado,Laranja,"42",66.56,34.85,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
182,"2020-02-05 11:29:29",28,663.12,985,Mário Loureiro,F,70,Portimão,646,Quae,Calçado,Branco,"41",54.33,24.4,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
183,"2019-05-05 05:22:09",20,446.21,328,Gabriel Fonseca,M,37,Albufeira,492,Error,Roupas,Vermelho,M,65.2,13.28,2,Loja Ramos Lda.,Algarve,Lagoa,Física
184,"2023-12-24 13:48:47",31,66.79,208,Marco Fernandes,F,53,Vila do Bispo,955,Ducimus,Roupas,Cinzento,XXL,53.7,48.94,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
185,"2017-07-16 07:58:55",82,401.26,14,Luana-Jéssica Carneiro,F,22,Reguengos de Monsaraz,535,Sequi,Calçado,Preto,"35",67.29,38.12,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
186,"2015-05-11 06:33:49",32,766.76,628,Gustavo Neves,M,54,Santa Cruz da Graciosa,525,Ullam,Calçado,Verde,"40",98.25,24.59,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
187,"2024-03-22 22:53:22",34,45.99,533,Rafaela Amorim,F,55,Penamacor,416,Animi,Roupas,Preto,S,96.03,46.63,2,Loja Ramos Lda.,Algarve,Lagoa,Física
188,"2024-10-13 08:43:42",98,211.21,145,Bernardo Soares-Domingues,M,37,Lourinhã,356,Voluptas,Calçado,Preto,"38",98.03,41.58,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
189,"2015-09-22 16:54:56",73,191.17,624,Noa Campos,F,38,Velas,279,Sit,Calçado,Roxo,"42",55.66,22.17,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
190,"2022-05-30 08:34:20",73,331.35,583,Laura Jesus,F,64,Vila Viçosa,202,Delectus,Roupas,Rosa,S,54.14,34.86,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
191,"2016-09-04 09:29:30",49,437.67,748,Bárbara Machado,F,68,Trofa,107,Illum,Calçado,Preto,"37",44.93,43.05,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
192,"2016-01-07 21:40:48",49,784.96,459,Micael Coelho,M,48,Montemor-o-Novo,806,Vero,Roupas,Cinzento,XS,90.86,45.08,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
193,"2021-06-01 16:32:59",31,701.24,787,Lourenço Gaspar-Assunção,M,29,Sintra,117,Libero,Roupas,Branco,XXL,65.89,16.78,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
194,"2014-05-27 07:04:07",17,824.54,945,Xavier Moreira,F,51,Lagos,693,Reiciendis,Calçado,Preto,"44",70.04,40.25,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
195,"2022-11-21 12:29:08",85,129.98,906,Gonçalo de Pacheco,M,37,Olhão,851,Enim,Calçado,Laranja,"44",80.05,38.53,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
196,"2023-05-14 13:40:58",25,39.16,853,Victória Ribeiro,M,52,Horta,280,Natus,Calçado,Azul,"42",50.19,42.82,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
197,"2017-03-05 01:43:50",70,162.23,6,Mauro Garcia,M,65,Angra do Heroísmo,64,In,Roupas,Azul,S,94.43,30.59,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
198,"2022-12-09 06:09:28",81,575.33,643,Fábio Faria,M,52,Monção,875,Nam,Roupas,Vermelho,XL,64.5,26.64,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
199,"2019-10-14 05:17:53",44,940.17,244,Carlota Morais,F,36,Horta,144,Laborum,Roupas,Verde,L,39.45,29.24,1,Loja Borges S.A.,Centro,Leiria,Online
200,"2021-11-30 05:21:57",27,281.24,469,Matilde Moura-Henriques,F,52,Trofa,964,Culpa,Roupas,Laranja,S,79.59,48.54,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
201,"2021-01-27 11:11:02",36,497.4,118,Benedita Barros,M,62,Almodôvar,640,Asperiores,Roupas,Azul,XS,45.4,49.97,2,Loja Ramos Lda.,Algarve,Lagoa,Física
202,"2018-03-25 02:20:48",12,688.11,374,Bryan do Neto,M,67,Castro Marim,600,Doloremque,Roupas,Vermelho,S,48.25,41.05,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
203,"2024-12-20 01:45:12",90,716.25,946,Marco Torres,M,69,Ponta Delgada,612,Eum,Roupas,Rosa,XS,28.8,47.85,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
204,"2024-07-28 23:40:42",51,167.23,951,Bárbara-Lia Sá,M,40,Amarante,76,Laboriosam,Calçado,Preto,"39",64.83,26.29,2,Loja Ramos Lda.,Algarve,Lagoa,Física
205,"2020-04-10 16:17:56",22,481.87,557,Rafaela Oliveira,F,27,Braga,474,Reiciendis,Roupas,Branco,L,37.65,25.36,1,Loja Borges S.A.,Centro,Leiria,Online
206,"2015-01-30 03:44:44",46,462.17,17,Ângelo Teixeira,F,68,Vila do Bispo,444,Nisi,Calçado,Laranja,"36",67.19,26.0,2,Loja Ramos Lda.,Algarve,Lagoa,Física
207,"2015-12-24 10:59:38",63,654.48,548,Emma Pinto,M,35,Velas,774,Ullam,Calçado,Roxo,"40",86.94,18.94,2,Loja Ramos Lda.,Algarve,Lagoa,Física
208,"2017-12-21 09:37:36",16,336.55,978,Flor da Brito,F,26,Ansião,758,Laudantium,Calçado,Branco,"43",85.06,12.06,2,Loja Ramos Lda.,Algarve,Lagoa,Física
209,"2020-11-16 14:08:00",45,418.81,573,Fabiana Gonçalves,M,24,Sobral de Monte Agraço,643,Laudantium,Calçado,Laranja,"44",76.08,31.31,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
210,"2019-03-28 05:40:43",66,631.22,441,Alícia Macedo,M,59,Melgaço,53,Est,Calçado,Roxo,"45",49.09,39.82,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
211,"2021-07-17 10:58:55",39,67.24,559,Cristiano Carneiro,F,58,Anadia,661,Beatae,Roupas,Roxo,XS,26.44,26.93,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
212,"2018-03-27 01:55:33",27,667.67,476,Bruna da Andrade,M,59,Sobral de Monte Agraço,758,Laudantium,Calçado,Branco,"43",85.06,12.06,1,Loja Borges S.A.,Centro,Leiria,Online
213,"2020-02-05 19:10:57",5,543.95,64,Benjamim Amorim,M,65,Amarante,368,Nobis,Calçado,Branco,"37",63.7,35.3,1,Loja Borges S.A.,Centro,Leiria,Online
214,"2015-05-23 01:28:04",79,272.07,472,Leonor Pinho,M,39,Ponta Delgada,373,Aperiam,Calçado,Verde,"43",86.89,37.51,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
215,"2019-03-08 23:32:54",37,116.7,267,Iara Barbosa,M,32,Vila Nova de Santo André,513,Magnam,Roupas,Roxo,XL,73.0,49.81,2,Loja Ramos Lda.,Algarve,Lagoa,Física
216,"2021-05-05 02:56:46",12,340.25,591,Lara Vicente,F,70,São Brás de Alportel,28,Dicta,Roupas,Rosa,L,56.35,18.1,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
217,"2021-02-01 02:27:14",40,930.33,946,Marco Torres,M,69,Ponta Delgada,683,Autem,Roupas,Vermelho,XL,85.78,28.97,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
218,"2024-01-30 08:46:02",93,486.8,295,Bianca Sousa-Pinheiro,M,23,Aveiro,889,Natus,Calçado,Preto,"40",61.29,48.58,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
219,"2018-12-11 12:17:21",70,943.74,564,Valentina da Vicente,F,39,Aljezur,595,Quisquam,Roupas,Branco,XXL,28.73,49.34,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
220,"2017-04-03 20:51:13",59,558.38,867,Noa Borges,M,54,Alvito,223,Modi,Calçado,Branco,"37",63.42,21.62,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
221,"2015-02-05 18:11:01",93,452.21,40,Yasmin Henriques,F,39,Vendas Novas,342,Molestias,Roupas,Rosa,S,99.9,26.3,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
222,"2018-03-27 22:19:02",3,167.06,76,Mia-Lúcia Carneiro,M,65,Mealhada,222,Maxime,Calçado,Branco,"35",32.67,11.56,1,Loja Borges S.A.,Centro,Leiria,Online
223,"2019-10-30 02:30:13",14,591.27,171,Vasco Brito,M,69,Mogadouro,436,Nobis,Roupas,Vermelho,XXL,28.89,16.95,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
224,"2014-08-24 10:25:13",100,533.52,303,Samuel do Cruz,F,64,Mogadouro,163,Voluptatibus,Roupas,Cinzento,M,83.27,19.28,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
225,"2018-02-12 10:03:16",74,208.18,696,Guilherme Sousa-Lima,M,65,Bragança,576,Dolorem,Calçado,Azul,"37",95.15,21.31,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
226,"2018-11-18 20:54:23",92,821.19,477,Luísa Pereira,F,21,Olhão,484,Aspernatur,Calçado,Verde,"39",39.19,25.75,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
227,"2021-06-07 08:31:15",55,968.31,852,Tomás Morais,F,69,Olhão,592,Quas,Calçado,Vermelho,"41",97.53,16.94,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
228,"2019-10-06 18:30:42",47,304.22,305,Sara Araújo,M,38,Tavira,518,Libero,Calçado,Verde,"36",44.37,20.11,2,Loja Ramos Lda.,Algarve,Lagoa,Física
229,"2018-05-06 05:34:53",20,109.83,865,Ema Matos,M,52,Alcobaça,893,Libero,Calçado,Laranja,"36",99.87,33.75,1,Loja Borges S.A.,Centro,Leiria,Online
230,"2021-07-09 16:12:58",99,989.6,470,Victória Sá,F,45,Santa Cruz da Graciosa,14,Exercitationem,Calçado,Branco,"37",65.64,17.19,1,Loja Borges S.A.,Centro,Leiria,Online
231,"2021-07-10 03:07:49",91,827.52,170,Kévim Campos,M,62,Barreiro,512,Modi,Calçado,Cinzento,"45",74.51,26.0,2,Loja Ramos Lda.,Algarve,Lagoa,Física
232,"2014-01-02 22:55:51",92,184.28,714,Vítor Campos,M,49,Moura,305,Laudantium,Roupas,Verde,M,45.85,30.51,1,Loja Borges S.A.,Centro,Leiria,Online
233,"2018-04-08 08:00:37",88,273.83,18,Fernando Marques,F,24,Barreiro,473,Pariatur,Calçado,Branco,"36",57.67,15.45,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
234,"2024-08-17 16:11:00",67,323.05,129,Naiara Branco,M,31,Alvito,973,Autem,Calçado,Branco,"44",41.52,43.75,2,Loja Ramos Lda.,Algarve,Lagoa,Física
235,"2016-09-21 00:11:48",47,552.03,141,Kyara Esteves,F,21,Santa Cruz da Graciosa,991,Nam,Calçado,Verde,"36",57.42,41.48,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
236,"2021-05-25 15:16:28",6,550.8,151,Isabel Antunes-Gonçalves,M,53,Arruda dos Vinhos,993,Repellat,Roupas,Verde,XL,87.38,29.48,2,Loja Ramos Lda.,Algarve,Lagoa,Física
237,"2022-04-13 18:16:31",73,253.19,904,Renato da Matias,M,66,Praia da Vitória,680,Natus,Calçado,Azul,"40",79.17,39.27,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
238,"2015-07-27 20:41:56",91,19.12,556,Bruna Lopes,F,41,Monchique,96,Quo,Calçado,Preto,"39",64.42,33.94,2,Loja Ramos Lda.,Algarve,Lagoa,Física
239,"2018-01-19 03:06:49",50,505.88,475,Gaspar Borges,F,27,Lousada,484,Aspernatur,Calçado,Verde,"39",39.19,25.75,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
240,"2018-01-06 14:37:12",60,687.39,259,Sara Esteves,M,62,Sines,432,Nostrum,Calçado,Verde,"41",62.38,49.7,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
241,"2016-05-27 02:27:05",53,43.43,997,Lúcia Vicente-Matias,F,58,Ansião,654,A,Roupas,Azul,M,89.56,33.33,1,Loja Borges S.A.,Centro,Leiria,Online
242,"2024-05-27 02:34:34",39,833.83,750,David Faria,F,52,Vila do Porto,256,Voluptate,Calçado,Vermelho,"45",65.02,26.47,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
243,"2023-10-09 06:35:54",18,156.38,988,Maria Castro,M,59,Murtosa,950,Nesciunt,Roupas,Rosa,XL,74.94,25.28,2,Loja Ramos Lda.,Algarve,Lagoa,Física
244,"2018-10-24 17:36:08",16,46.1,685,Letícia Batista,M,29,Arcos de Valdevez,207,Dolorum,Calçado,Verde,"39",58.58,25.32,1,Loja Borges S.A.,Centro,Leiria,Online
245,"2022-05-09 11:20:21",63,68.54,528,Artur Mendes,M,40,Arraiolos,414,Aperiam,Calçado,Amarelo,"37",58.94,26.4,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
246,"2017-10-04 23:05:47",48,6.51,597,Isaac do Sousa,M,42,Vieira do Minho,335,Enim,Calçado,Azul,"35",48.64,11.53,1,Loja Borges S.A.,Centro,Leiria,Online
247,"2016-08-10 13:35:16",57,964.62,417,Constança Batista-Esteves,F,68,Torres Vedras,731,Modi,Roupas,Preto,L,29.17,13.06,2,Loja Ramos Lda.,Algarve,Lagoa,Física
248,"2022-10-11 03:05:06",25,45.1,859,Micael Barbosa,F,65,Moimenta da Beira,697,Reiciendis,Roupas,Vermelho,L,77.14,22.33,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
249,"2017-06-13 15:20:47",13,238.88,721,Luísa Lourenço,F,39,Moura,71,In,Calçado,Rosa,"39",52.53,17.69,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
250,"2015-12-23 00:34:37",7,381.0,400,Fabiana Fernandes,M,64,Alcácer do Sal,256,Voluptate,Calçado,Vermelho,"45",65.02,26.47,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
251,"2023-10-07 19:45:26",48,19.78,736,Isaac Vieira,M,37,Vila do Corvo,396,Dolorum,Roupas,Amarelo,XXL,82.13,38.63,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
252,"2022-04-16 07:27:44",22,170.72,238,Ema Miranda,F,60,Ponta Delgada,769,Explicabo,Calçado,Verde,"38",33.86,27.41,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
253,"2024-03-27 20:37:57",63,144.92,147,Ângelo Amaral-Brito,F,27,Santa Cruz das Flores,366,Maiores,Calçado,Cinzento,"35",82.78,18.19,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
254,"2019-09-22 02:21:34",22,976.16,336,Emília Freitas,F,21,Vila Nova de Santo André,229,Vero,Calçado,Rosa,"37",63.71,23.78,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
255,"2024-09-08 18:38:29",15,116.94,316,Renato Barros,F,24,Santiago do Cacém,362,Accusantium,Calçado,Branco,"45",90.41,14.15,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
256,"2014-12-12 21:12:41",29,831.86,424,Emanuel Alves,M,68,Paredes de Coura,806,Vero,Roupas,Cinzento,XS,90.86,45.08,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
257,"2024-01-29 15:14:51",12,486.16,78,Carlos Nascimento,F,50,Sobral de Monte Agraço,497,Ad,Roupas,Vermelho,S,99.25,29.7,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
258,"2019-12-31 17:37:35",49,574.69,477,Luísa Pereira,F,21,Olhão,923,Molestiae,Calçado,Preto,"38",83.42,33.09,1,Loja Borges S.A.,Centro,Leiria,Online
259,"2023-01-12 15:22:24",76,654.63,8,Leonor Loureiro,F,21,Cabeceiras de Basto,470,Sapiente,Roupas,Vermelho,XS,85.57,32.5,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
260,"2018-05-09 21:15:28",85,667.66,254,Helena Ramos,M,27,Odemira,632,Modi,Roupas,Verde,XL,56.93,48.52,1,Loja Borges S.A.,Centro,Leiria,Online
261,"2021-12-09 04:09:31",88,504.86,946,Marco Torres,M,69,Ponta Delgada,376,Officiis,Calçado,Vermelho,"39",47.24,15.45,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
262,"2017-03-03 07:18:37",57,354.74,192,Marcos Almeida,F,70,Espinho,417,Animi,Calçado,Rosa,"43",34.42,44.84,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
263,"2023-11-14 21:21:52",17,956.6,130,Flor Anjos-Henriques,M,65,Almodôvar,420,Illum,Calçado,Azul,"44",22.07,32.52,1,Loja Borges S.A.,Centro,Leiria,Online
264,"2024-04-02 05:06:18",52,936.21,970,William Pinheiro,M,18,Figueira da Foz,245,Quasi,Calçado,Laranja,"44",59.65,24.14,1,Loja Borges S.A.,Centro,Leiria,Online
265,"2017-01-13 02:18:15",26,561.87,936,Núria Neves,F,30,Santa Cruz da Graciosa,791,Odit,Roupas,Laranja,XXL,25.73,33.35,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
